KOKkommuneregion0000_kode,KOKkommuneregion0000,KOKart0000_kode,KOKart0000,ContentsCode_kode,ContentsCode,Tid_kode,Tid,verdi
1130,Strand,AG29,Differansen mellom (fylkes-)kommunes avdragsutgifter til særbedrifter og særbedriftenes mottatte avdrag på utlån fra egen (fylkes-)kommune,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,AG29,Differansen mellom (fylkes-)kommunes avdragsutgifter til særbedrifter og særbedriftenes mottatte avdrag på utlån fra egen (fylkes-)kommune,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,AG29,Differansen mellom (fylkes-)kommunes avdragsutgifter til særbedrifter og særbedriftenes mottatte avdrag på utlån fra egen (fylkes-)kommune,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,AG29,Differansen mellom (fylkes-)kommunes avdragsutgifter til særbedrifter og særbedriftenes mottatte avdrag på utlån fra egen (fylkes-)kommune,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
1130,Strand,AG31,Differansen mellom særbedriftenes renteutgifter til egen/deltakende (fylkes-)kommune og (fylkes-)kommunens renteinntekter fra særbedrifter,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
1130,Strand,AG31,Differansen mellom særbedriftenes renteutgifter til egen/deltakende (fylkes-)kommune og (fylkes-)kommunens renteinntekter fra særbedrifter,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,AG31,Differansen mellom særbedriftenes renteutgifter til egen/deltakende (fylkes-)kommune og (fylkes-)kommunens renteinntekter fra særbedrifter,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,AG31,Differansen mellom særbedriftenes renteutgifter til egen/deltakende (fylkes-)kommune og (fylkes-)kommunens renteinntekter fra særbedrifter,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,AG31,Differansen mellom særbedriftenes renteutgifter til egen/deltakende (fylkes-)kommune og (fylkes-)kommunens renteinntekter fra særbedrifter,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
1130,Strand,AG32,Differansen mellom særbedriftenes avdragutgifter til egen/deltakende (fylkes-)kommune og (fylkes-)kommunens mottatte avdrag på interne utlån fra særbedrifter,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
1130,Strand,AG32,Differansen mellom særbedriftenes avdragutgifter til egen/deltakende (fylkes-)kommune og (fylkes-)kommunens mottatte avdrag på interne utlån fra særbedrifter,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,AG32,Differansen mellom særbedriftenes avdragutgifter til egen/deltakende (fylkes-)kommune og (fylkes-)kommunens mottatte avdrag på interne utlån fra særbedrifter,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,AG32,Differansen mellom særbedriftenes avdragutgifter til egen/deltakende (fylkes-)kommune og (fylkes-)kommunens mottatte avdrag på interne utlån fra særbedrifter,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,AG32,Differansen mellom særbedriftenes avdragutgifter til egen/deltakende (fylkes-)kommune og (fylkes-)kommunens mottatte avdrag på interne utlån fra særbedrifter,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
