KOKkapittel0000_kode,KOKkapittel0000,KOKkommuneregion0000_kode,KOKkommuneregion0000,ContentsCode_kode,ContentsCode,Tid_kode,Tid,verdi
KG92,F.1.1 Ubrukte lånemidler,1130,Strand,KOSbelop0000,Beløp (1000 kr),2023,2023,
KG92,F.1.1 Ubrukte lånemidler,1130,Strand,KOSbelop0000,Beløp (1000 kr),2024,2024,
KG93,F.1.2 Andre memoriakonti,1130,Strand,KOSbelop0000,Beløp (1000 kr),2020,2020,
KG93,F.1.2 Andre memoriakonti,1130,Strand,KOSbelop0000,Beløp (1000 kr),2021,2021,
KG93,F.1.2 Andre memoriakonti,1130,Strand,KOSbelop0000,Beløp (1000 kr),2022,2022,
KG93,F.1.2 Andre memoriakonti,1130,Strand,KOSbelop0000,Beløp (1000 kr),2023,2023,
KG93,F.1.2 Andre memoriakonti,1130,Strand,KOSbelop0000,Beløp (1000 kr),2024,2024,
KG94,F.1.3 Motkonto for memoriakontiene,1130,Strand,KOSbelop0000,Beløp (1000 kr),2020,2020,
KG94,F.1.3 Motkonto for memoriakontiene,1130,Strand,KOSbelop0000,Beløp (1000 kr),2021,2021,
KG94,F.1.3 Motkonto for memoriakontiene,1130,Strand,KOSbelop0000,Beløp (1000 kr),2022,2022,
KG94,F.1.3 Motkonto for memoriakontiene,1130,Strand,KOSbelop0000,Beløp (1000 kr),2023,2023,
KG94,F.1.3 Motkonto for memoriakontiene,1130,Strand,KOSbelop0000,Beløp (1000 kr),2024,2024,
KG33,Differansen mellom (fylkes-)kommunens konserninterne kortsiktige fordringer på egne KF/FKF/IKS og særbedriftens konserninterne kortsiktige gjeld til egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2020,2020,
KG33,Differansen mellom (fylkes-)kommunens konserninterne kortsiktige fordringer på egne KF/FKF/IKS og særbedriftens konserninterne kortsiktige gjeld til egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2021,2021,
KG33,Differansen mellom (fylkes-)kommunens konserninterne kortsiktige fordringer på egne KF/FKF/IKS og særbedriftens konserninterne kortsiktige gjeld til egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2022,2022,
KG33,Differansen mellom (fylkes-)kommunens konserninterne kortsiktige fordringer på egne KF/FKF/IKS og særbedriftens konserninterne kortsiktige gjeld til egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2023,2023,
KG33,Differansen mellom (fylkes-)kommunens konserninterne kortsiktige fordringer på egne KF/FKF/IKS og særbedriftens konserninterne kortsiktige gjeld til egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2024,2024,
KG34,Differansen mellom (fylkes-)kommunens konserninterne langsiktige fordringer på egne KF/FKF/IKS og særbedriftens konserninterne langsiktige gjeld til egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2020,2020,
KG34,Differansen mellom (fylkes-)kommunens konserninterne langsiktige fordringer på egne KF/FKF/IKS og særbedriftens konserninterne langsiktige gjeld til egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2021,2021,
KG34,Differansen mellom (fylkes-)kommunens konserninterne langsiktige fordringer på egne KF/FKF/IKS og særbedriftens konserninterne langsiktige gjeld til egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2022,2022,
KG34,Differansen mellom (fylkes-)kommunens konserninterne langsiktige fordringer på egne KF/FKF/IKS og særbedriftens konserninterne langsiktige gjeld til egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2023,2023,
KG34,Differansen mellom (fylkes-)kommunens konserninterne langsiktige fordringer på egne KF/FKF/IKS og særbedriftens konserninterne langsiktige gjeld til egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2024,2024,
KG35,Differansen mellom (fylkes-)kommunens konserninterne kortsiktige gjeld til egne KF/FKF/IKS og særbedriftens konserninterne kortsiktige fordringer på egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2020,2020,
KG35,Differansen mellom (fylkes-)kommunens konserninterne kortsiktige gjeld til egne KF/FKF/IKS og særbedriftens konserninterne kortsiktige fordringer på egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2021,2021,
KG35,Differansen mellom (fylkes-)kommunens konserninterne kortsiktige gjeld til egne KF/FKF/IKS og særbedriftens konserninterne kortsiktige fordringer på egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2022,2022,
KG35,Differansen mellom (fylkes-)kommunens konserninterne kortsiktige gjeld til egne KF/FKF/IKS og særbedriftens konserninterne kortsiktige fordringer på egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2023,2023,
KG35,Differansen mellom (fylkes-)kommunens konserninterne kortsiktige gjeld til egne KF/FKF/IKS og særbedriftens konserninterne kortsiktige fordringer på egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2024,2024,
KG36,Differansen mellom (fylkes-)kommunes konserninterne langsiktige gjeld til egne KF/FKF/IKS og særbedriftens konserninterne langsiktige fordringer på egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2020,2020,
KG36,Differansen mellom (fylkes-)kommunes konserninterne langsiktige gjeld til egne KF/FKF/IKS og særbedriftens konserninterne langsiktige fordringer på egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2021,2021,
KG36,Differansen mellom (fylkes-)kommunes konserninterne langsiktige gjeld til egne KF/FKF/IKS og særbedriftens konserninterne langsiktige fordringer på egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2022,2022,
KG36,Differansen mellom (fylkes-)kommunes konserninterne langsiktige gjeld til egne KF/FKF/IKS og særbedriftens konserninterne langsiktige fordringer på egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2023,2023,
KG36,Differansen mellom (fylkes-)kommunes konserninterne langsiktige gjeld til egne KF/FKF/IKS og særbedriftens konserninterne langsiktige fordringer på egen (fylkes-)kommune,1130,Strand,KOSbelop0000,Beløp (1000 kr),2024,2024,
