KOKartkap0000_kode,KOKartkap0000,KOKkommuneregion0000_kode,KOKkommuneregion0000,KOKregnskapsomfa0000_kode,KOKregnskapsomfa0000,ContentsCode_kode,ContentsCode,Tid_kode,Tid,verdi
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,33443.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,40412.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,44154.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,49194.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,53527.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,33443.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,40412.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,44154.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,49194.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,53527.0
452,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller etter neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
452,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller etter neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
452,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller etter neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
452,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller etter neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,
452,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller etter neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
452,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
452,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
452,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
452,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,
452,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
453,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
453,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
453,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
453,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,
453,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
453,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
453,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
453,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
453,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,
453,Avdragsfrie lån i kredittinstitusjon hvor hovedstol forfaller i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
AGD74,Avsetning til bundne fond (netto),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,-16764.0
AGD74,Avsetning til bundne fond (netto),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,-4288.0
AGD74,Avsetning til bundne fond (netto),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,-45.0
AGD74,Avsetning til bundne fond (netto),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,10374.0
AGD74,Avsetning til bundne fond (netto),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,-4521.0
AGD74,Avsetning til bundne fond (netto),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,-16764.0
AGD74,Avsetning til bundne fond (netto),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,-4288.0
AGD74,Avsetning til bundne fond (netto),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,-45.0
AGD74,Avsetning til bundne fond (netto),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,10374.0
AGD74,Avsetning til bundne fond (netto),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,-4521.0
AGI4,"Avsetninger til, og bruk av fond i investeringsregnskapet, netto",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,-3392.0
AGI4,"Avsetninger til, og bruk av fond i investeringsregnskapet, netto",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,4754.0
AGI4,"Avsetninger til, og bruk av fond i investeringsregnskapet, netto",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,60.0
AGI4,"Avsetninger til, og bruk av fond i investeringsregnskapet, netto",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,-29569.0
AGI4,"Avsetninger til, og bruk av fond i investeringsregnskapet, netto",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,-92.0
AGI4,"Avsetninger til, og bruk av fond i investeringsregnskapet, netto",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,-3392.0
AGI4,"Avsetninger til, og bruk av fond i investeringsregnskapet, netto",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,4754.0
AGI4,"Avsetninger til, og bruk av fond i investeringsregnskapet, netto",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,60.0
AGI4,"Avsetninger til, og bruk av fond i investeringsregnskapet, netto",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,-29569.0
AGI4,"Avsetninger til, og bruk av fond i investeringsregnskapet, netto",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,-92.0
A590,Avskrivninger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,50297.0
A590,Avskrivninger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,55533.0
A590,Avskrivninger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,58523.0
A590,Avskrivninger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,71614.0
A590,Avskrivninger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,77065.0
A590,Avskrivninger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,50297.0
A590,Avskrivninger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,55533.0
A590,Avskrivninger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,58523.0
A590,Avskrivninger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,71614.0
A590,Avskrivninger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,77065.0
AGID2,"Bruk av fond/avsetning til fond, drift og investering",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,-22100.0
AGID2,"Bruk av fond/avsetning til fond, drift og investering",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,-10296.0
AGID2,"Bruk av fond/avsetning til fond, drift og investering",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,19044.0
AGID2,"Bruk av fond/avsetning til fond, drift og investering",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,25004.0
AGID2,"Bruk av fond/avsetning til fond, drift og investering",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,52602.0
AGID2,"Bruk av fond/avsetning til fond, drift og investering",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,-22100.0
AGID2,"Bruk av fond/avsetning til fond, drift og investering",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,-10296.0
AGID2,"Bruk av fond/avsetning til fond, drift og investering",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,19044.0
AGID2,"Bruk av fond/avsetning til fond, drift og investering",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,25004.0
AGID2,"Bruk av fond/avsetning til fond, drift og investering",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,52602.0
AGI29,Bruk av lån (netto),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,231301.0
AGI29,Bruk av lån (netto),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,228790.0
AGI29,Bruk av lån (netto),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,162731.0
AGI29,Bruk av lån (netto),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,71236.0
AGI29,Bruk av lån (netto),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,93532.0
AGI29,Bruk av lån (netto),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,231301.0
AGI29,Bruk av lån (netto),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,228790.0
AGI29,Bruk av lån (netto),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,162731.0
AGI29,Bruk av lån (netto),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,71236.0
AGI29,Bruk av lån (netto),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,93532.0
AGD13,Brutto driftsinntekter i alt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,1067285.0
AGD13,Brutto driftsinntekter i alt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,1153153.0
AGD13,Brutto driftsinntekter i alt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,1234125.0
AGD13,Brutto driftsinntekter i alt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,1312086.0
AGD13,Brutto driftsinntekter i alt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,1401514.0
AGD13,Brutto driftsinntekter i alt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,1067285.0
AGD13,Brutto driftsinntekter i alt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,1153153.0
AGD13,Brutto driftsinntekter i alt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,1234125.0
AGD13,Brutto driftsinntekter i alt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,1312086.0
AGD13,Brutto driftsinntekter i alt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,1401514.0
AGD18,Brutto driftsresultat,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,4520.0
AGD18,Brutto driftsresultat,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,4038.0
AGD18,Brutto driftsresultat,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,-10407.0
AGD18,Brutto driftsresultat,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,-37203.0
AGD18,Brutto driftsresultat,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,-45086.0
AGD18,Brutto driftsresultat,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,4520.0
AGD18,Brutto driftsresultat,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,4038.0
AGD18,Brutto driftsresultat,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,-10407.0
AGD18,Brutto driftsresultat,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,-37203.0
AGD18,Brutto driftsresultat,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,-45086.0
AGD9,Brutto driftsutgifter totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,1062765.0
AGD9,Brutto driftsutgifter totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,1149115.0
AGD9,Brutto driftsutgifter totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,1244532.0
