KOKartkap0000_kode,KOKartkap0000,KOKkommuneregion0000_kode,KOKkommuneregion0000,KOKregnskapsomfa0000_kode,KOKregnskapsomfa0000,ContentsCode_kode,ContentsCode,Tid_kode,Tid,verdi
AGD9,Brutto driftsutgifter totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,1349289.0
AGD9,Brutto driftsutgifter totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,1446600.0
AGD9,Brutto driftsutgifter totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,1062765.0
AGD9,Brutto driftsutgifter totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,1149115.0
AGD9,Brutto driftsutgifter totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,1244532.0
AGD9,Brutto driftsutgifter totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,1349289.0
AGD9,Brutto driftsutgifter totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,1446600.0
AGD19,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,794.0
AGD19,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,5672.0
AGD19,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,14655.0
AGD19,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,6907.0
AGD19,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,4469.0
AGD19,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,794.0
AGD19,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,5672.0
AGD19,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,14655.0
AGD19,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,6907.0
AGD19,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,4469.0
AGD63,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg, ekskl. mva-kompensasjon",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,794.0
AGD63,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg, ekskl. mva-kompensasjon",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,5672.0
AGD63,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg, ekskl. mva-kompensasjon",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,14655.0
AGD63,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg, ekskl. mva-kompensasjon",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,6907.0
AGD63,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg, ekskl. mva-kompensasjon",1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,4469.0
AGD63,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg, ekskl. mva-kompensasjon",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,794.0
AGD63,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg, ekskl. mva-kompensasjon",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,5672.0
AGD63,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg, ekskl. mva-kompensasjon",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,14655.0
AGD63,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg, ekskl. mva-kompensasjon",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,6907.0
AGD63,"Brutto inntekt fra konsesjonskraft, kraftrettigheter og annen kraft for videresalg, ekskl. mva-kompensasjon",1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,4469.0
AGI1,Brutto investeringsutgifter totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,371418.0
AGI1,Brutto investeringsutgifter totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,334476.0
AGI1,Brutto investeringsutgifter totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,239505.0
AGI1,Brutto investeringsutgifter totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,137385.0
AGI1,Brutto investeringsutgifter totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,143851.0
AGI1,Brutto investeringsutgifter totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,371418.0
AGI1,Brutto investeringsutgifter totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,334476.0
AGI1,Brutto investeringsutgifter totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,239505.0
AGI1,Brutto investeringsutgifter totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,137385.0
AGI1,Brutto investeringsutgifter totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,143851.0
AGI26,Dekning av tidligere års udekket beløp,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
AGI26,Dekning av tidligere års udekket beløp,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
AGI26,Dekning av tidligere års udekket beløp,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
AGI26,Dekning av tidligere års udekket beløp,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
AGI26,Dekning av tidligere års udekket beløp,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
AGI26,Dekning av tidligere års udekket beløp,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
AGI26,Dekning av tidligere års udekket beløp,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
AGI26,Dekning av tidligere års udekket beløp,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
AGI26,Dekning av tidligere års udekket beløp,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
AGI26,Dekning av tidligere års udekket beløp,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
56,Disposisjonsfond (K),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,131033.0
56,Disposisjonsfond (K),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,140068.0
56,Disposisjonsfond (K),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,121039.0
56,Disposisjonsfond (K),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,76839.0
56,Disposisjonsfond (K),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,19624.0
56,Disposisjonsfond (K),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,131033.0
56,Disposisjonsfond (K),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,140068.0
56,Disposisjonsfond (K),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,121039.0
56,Disposisjonsfond (K),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,76839.0
56,Disposisjonsfond (K),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,19624.0
AGI21,Egenfinansiering av investeringene,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,140117.0
AGI21,Egenfinansiering av investeringene,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,105686.0
AGI21,Egenfinansiering av investeringene,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,76774.0
AGI21,Egenfinansiering av investeringene,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,66149.0
AGI21,Egenfinansiering av investeringene,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,50319.0
AGI21,Egenfinansiering av investeringene,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,140117.0
AGI21,Egenfinansiering av investeringene,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,105686.0
AGI21,Egenfinansiering av investeringene,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,76774.0
AGI21,Egenfinansiering av investeringene,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,66149.0
AGI21,Egenfinansiering av investeringene,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,50319.0
AG10,Eiendomsskatt totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,34761.0
AG10,Eiendomsskatt totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,36943.0
AG10,Eiendomsskatt totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,36827.0
AG10,Eiendomsskatt totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,38351.0
AG10,Eiendomsskatt totalt,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,38567.0
AG10,Eiendomsskatt totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,34761.0
AG10,Eiendomsskatt totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,36943.0
AG10,Eiendomsskatt totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,36827.0
AG10,Eiendomsskatt totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,38351.0
AG10,Eiendomsskatt totalt,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,38567.0
A875,Eiendomsskatt boliger og fritidsboliger ( - 2024),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,21668.0
A875,Eiendomsskatt boliger og fritidsboliger ( - 2024),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,23059.0
A875,Eiendomsskatt boliger og fritidsboliger ( - 2024),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,23206.0
A875,Eiendomsskatt boliger og fritidsboliger ( - 2024),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,23870.0
A875,Eiendomsskatt boliger og fritidsboliger ( - 2024),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,24247.0
A875,Eiendomsskatt boliger og fritidsboliger ( - 2024),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,21668.0
A875,Eiendomsskatt boliger og fritidsboliger ( - 2024),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,23059.0
A875,Eiendomsskatt boliger og fritidsboliger ( - 2024),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,23206.0
A875,Eiendomsskatt boliger og fritidsboliger ( - 2024),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,23870.0
A875,Eiendomsskatt boliger og fritidsboliger ( - 2024),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,24247.0
AG47,Eiendomsskatt boliger og fritidsboliger samlet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
AG47,Eiendomsskatt boliger og fritidsboliger samlet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
AG47,Eiendomsskatt boliger og fritidsboliger samlet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
AG47,Eiendomsskatt boliger og fritidsboliger samlet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,
AG47,Eiendomsskatt boliger og fritidsboliger samlet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
AG47,Eiendomsskatt boliger og fritidsboliger samlet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
AG47,Eiendomsskatt boliger og fritidsboliger samlet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
AG47,Eiendomsskatt boliger og fritidsboliger samlet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
AG47,Eiendomsskatt boliger og fritidsboliger samlet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,
AG47,Eiendomsskatt boliger og fritidsboliger samlet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
A878,Eiendomsskatt boliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
A878,Eiendomsskatt boliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
A878,Eiendomsskatt boliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
A878,Eiendomsskatt boliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,
A878,Eiendomsskatt boliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
A878,Eiendomsskatt boliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
A878,Eiendomsskatt boliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
A878,Eiendomsskatt boliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
A878,Eiendomsskatt boliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,
A878,Eiendomsskatt boliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
A879,Eiendomsskatt fritidsboliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
A879,Eiendomsskatt fritidsboliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
A879,Eiendomsskatt fritidsboliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
A879,Eiendomsskatt fritidsboliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,
A879,Eiendomsskatt fritidsboliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
A879,Eiendomsskatt fritidsboliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
A879,Eiendomsskatt fritidsboliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
A879,Eiendomsskatt fritidsboliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
A879,Eiendomsskatt fritidsboliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,
A879,Eiendomsskatt fritidsboliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
A874,Eiendomsskatt annen eiendom ( - 2022),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
A874,Eiendomsskatt annen eiendom ( - 2022),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
A874,Eiendomsskatt annen eiendom ( - 2022),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
A874,Eiendomsskatt annen eiendom ( - 2022),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,
A874,Eiendomsskatt annen eiendom ( - 2022),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
A874,Eiendomsskatt annen eiendom ( - 2022),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
A874,Eiendomsskatt annen eiendom ( - 2022),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
A874,Eiendomsskatt annen eiendom ( - 2022),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
A874,Eiendomsskatt annen eiendom ( - 2022),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,
A874,Eiendomsskatt annen eiendom ( - 2022),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
AG46,Eiendomsskatt annen eiendom enn boliger og fritidsboliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
AG46,Eiendomsskatt annen eiendom enn boliger og fritidsboliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
AG46,Eiendomsskatt annen eiendom enn boliger og fritidsboliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
AG46,Eiendomsskatt annen eiendom enn boliger og fritidsboliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,
AG46,Eiendomsskatt annen eiendom enn boliger og fritidsboliger,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
AG46,Eiendomsskatt annen eiendom enn boliger og fritidsboliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
AG46,Eiendomsskatt annen eiendom enn boliger og fritidsboliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
AG46,Eiendomsskatt annen eiendom enn boliger og fritidsboliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
AG46,Eiendomsskatt annen eiendom enn boliger og fritidsboliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,
AG46,Eiendomsskatt annen eiendom enn boliger og fritidsboliger,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
A871,Eiendomsskatt vannkraftanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
A871,Eiendomsskatt vannkraftanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
A871,Eiendomsskatt vannkraftanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
A871,Eiendomsskatt vannkraftanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,2128.0
A871,Eiendomsskatt vannkraftanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,2143.0
A871,Eiendomsskatt vannkraftanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
A871,Eiendomsskatt vannkraftanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
A871,Eiendomsskatt vannkraftanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
A871,Eiendomsskatt vannkraftanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,2128.0
A871,Eiendomsskatt vannkraftanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,2143.0
A872,Eiendomsskatt vindkraftanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
A872,Eiendomsskatt vindkraftanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
A872,Eiendomsskatt vindkraftanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
A872,Eiendomsskatt vindkraftanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
A872,Eiendomsskatt vindkraftanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
A872,Eiendomsskatt vindkraftanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
A872,Eiendomsskatt vindkraftanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
A872,Eiendomsskatt vindkraftanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
A872,Eiendomsskatt vindkraftanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
A872,Eiendomsskatt vindkraftanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
A873,Eiendomsskatt petroleumsanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
A873,Eiendomsskatt petroleumsanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
A873,Eiendomsskatt petroleumsanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
A873,Eiendomsskatt petroleumsanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
A873,Eiendomsskatt petroleumsanlegg,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
A873,Eiendomsskatt petroleumsanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
A873,Eiendomsskatt petroleumsanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
A873,Eiendomsskatt petroleumsanlegg,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
