KOKartkap0000_kode,KOKartkap0000,KOKkommuneregion0000_kode,KOKkommuneregion0000,KOKregnskapsomfa0000_kode,KOKregnskapsomfa0000,ContentsCode_kode,ContentsCode,Tid_kode,Tid,verdi
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,0.0
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2020,2020,
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2021,2021,
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,
411,Utestående obligasjonslån med forfall etter neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,0.0
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2020,2020,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2021,2021,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,0.0
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2020,2020,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2021,2021,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,
412,Utestående obligasjonslån med forfall i neste regnskapsår (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2020,2020,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2021,2021,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2020,2020,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2021,2021,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,0.0
42,Obligasjonslån med forfall i neste regnskapsår (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,
43,Sertifikatlån (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
43,Sertifikatlån (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
43,Sertifikatlån (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
43,Sertifikatlån (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
43,Sertifikatlån (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
43,Sertifikatlån (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2020,2020,0.0
43,Sertifikatlån (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2021,2021,0.0
43,Sertifikatlån (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,0.0
43,Sertifikatlån (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,0.0
43,Sertifikatlån (-2023),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,
43,Sertifikatlån (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
43,Sertifikatlån (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
43,Sertifikatlån (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
43,Sertifikatlån (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
43,Sertifikatlån (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
43,Sertifikatlån (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2020,2020,0.0
43,Sertifikatlån (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2021,2021,0.0
43,Sertifikatlån (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,0.0
43,Sertifikatlån (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,0.0
43,Sertifikatlån (-2023),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,
431,Sertifikatlån (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,
431,Sertifikatlån (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,
431,Sertifikatlån (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,
431,Sertifikatlån (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,
431,Sertifikatlån (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
431,Sertifikatlån (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2020,2020,
431,Sertifikatlån (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2021,2021,
431,Sertifikatlån (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,
431,Sertifikatlån (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,
431,Sertifikatlån (2024-),1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,0.0
431,Sertifikatlån (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,
431,Sertifikatlån (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,
431,Sertifikatlån (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,
431,Sertifikatlån (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,
431,Sertifikatlån (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
431,Sertifikatlån (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2020,2020,
431,Sertifikatlån (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2021,2021,
431,Sertifikatlån (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,
431,Sertifikatlån (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,
431,Sertifikatlån (2024-),1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,0.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,33443.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,40412.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,44154.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,49194.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,53527.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2020,2020,2.7
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2021,2021,2.8
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,2.8
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,2.9
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,B,(Fylkes-)Kommunekasse,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,3.2
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,33443.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,40412.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,44154.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,49194.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,53527.0
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2020,2020,2.7
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2021,2021,2.8
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2022,2022,2.8
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2023,2023,2.9
AGD21,Avdrag (netto) i driftsregnskapet,1130,Strand,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelopproslg0000,Andel av langsiktig gjeld ex pensjonsforpliktelser (prosent),2024,2024,3.2
